title,image_url,ingredients,instructions,category
Prosta pasta z bobu z kolendrą,http://ervegan.com/wp-content/uploads/2014/07/1404305508.589569.4-1.jpg,"['1. Ugotuj bób do miękkości w lekko osolonej wodzie. Obierz z łupinek.2. Bób umieść wraz z sokiem cytryny w wysokim i wąskim naczyniu. Dodaj zioła, ewentualne dodatki i podlej odrobiną wody (ok. 2 łyżeczek).3. Ręcznym blenderem zmiksuj wszystko na gładką pastę. Podczas miksowania dodawaj pojedynczymi łyżkami wodę aż do uzyskania odpowiedniej konsystencji. Dopraw do smaku.4. Podawaj z chrupkim pieczywem, kukurydzianymi nachos albo jako gęste purée do warzywnych kotlecików. Smacznego!']",[],Przekąski
Bukiet pieczonych warzyw z sosem chrzanowym,http://ervegan.com/wp-content/uploads/2014/07/1405339540.305116.14.jpg,"['Składnikina 2-3 porcje:1 duży bakłażan2 średnie papryki czerwone2-3 kolby świeżej kukurydzy, obrane z liści i włókien3 marchewkiolej do natarcia warzywśredni korzeń chrzanu, 2 łyżkiwegańskiego majonezu, łyżeczka śmietanki sojowej (opcja)pół główki sałaty lodowej bądź rzymskiejkiełki rzodkiewki lub\xa0lucernyWydrukuj przepis']",[],Przekąski
Najszybsza pasta do chleba,http://ervegan.com/wp-content/uploads/2014/07/1405519574.961844.7.jpg,[],[],Przekąski
Kapuściane wrapy,http://ervegan.com/wp-content/uploads/2014/06/collardwrap-3.jpg,"['Składniki:3 liście młodej kapusty (poza sezonem\xa0dowolnej sałaty: rzymskiej, lodowej, masłowej)100g\xa0orzechów nerkowca1 – 2 łyżki sosu tamari (lub sojowego)1 łyżka mielonej kolendry1 łyżka płatków drożdżowych (drożdży nieaktywnych)ogórek, papryka, awokado, połówka cytrynypół paczki kiełków słonecznika bądź lucerny (ok. garść na jednego wrapa)Wydrukuj przepis', 'Składniki:3 liście młodej kapusty (poza sezonem\xa0dowolnej sałaty: rzymskiej, lodowej, masłowej)100g\xa0orzechów nerkowca1 – 2 łyżki sosu tamari (lub sojowego)1 łyżka mielonej kolendry1 łyżka płatków drożdżowych (drożdży nieaktywnych)ogórek, papryka, awokado, połówka cytrynypół paczki kiełków słonecznika bądź lucerny (ok. garść na jednego wrapa)Wydrukuj przepis', '1. Obierz\xa0kapustę z powierzchniowych liści. Zacznij\xa0obierać kolejne i myj je pod bieżącą wodą, odstaw\xa0do wysuszenia.2. Zagotuj\xa0wodę w większym garnku dodaj szczyptę soli i połowę soku wyciśniętego z połówki cytryny.3. Włóż\xa0liście kapusty do wrzącej wody i pozostaw na 10 minut do namoczenia.4. W międzyczasie pokrój\xa0paprykę, ogórka i awokado wzdłuż na proste paski.5. Do blendera (lub małego miksera z nożykami) dodaj nerkowce, sos tamari, kolendrę i płatki drożdżowe, zmiksuj wszystko na w miarę jednolitą masę – nie ma być to jednak masło orzechowe, w razie potrzeby dodać wody dla lepszej smarownej konsystencji.6. Na liście kapusty nakładaj najpierw pastę z orzechów, następnie warzywa, a na koniec kiełki.7. Zwijaj jak standardowe tortille, najpierw dolny i górny brzeg, następnie mocno ściskając zawijać boki. W razie problemów ze zwijaniem trzony kapusty można go lekko ponacinać nożem (ale nie na wylot).8. Smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!', '1. Obierz\xa0kapustę z powierzchniowych liści. Zacznij\xa0obierać kolejne i myj je pod bieżącą wodą, odstaw\xa0do wysuszenia.2. Zagotuj\xa0wodę w większym garnku dodaj szczyptę soli i połowę soku wyciśniętego z połówki cytryny.3. Włóż\xa0liście kapusty do wrzącej wody i pozostaw na 10 minut do namoczenia.4. W międzyczasie pokrój\xa0paprykę, ogórka i awokado wzdłuż na proste paski.5. Do blendera (lub małego miksera z nożykami) dodaj nerkowce, sos tamari, kolendrę i płatki drożdżowe, zmiksuj wszystko na w miarę jednolitą masę – nie ma być to jednak masło orzechowe, w razie potrzeby dodać wody dla lepszej smarownej konsystencji.6. Na liście kapusty nakładaj najpierw pastę z orzechów, następnie warzywa, a na koniec kiełki.7. Zwijaj jak standardowe tortille, najpierw dolny i górny brzeg, następnie mocno ściskając zawijać boki. W razie problemów ze zwijaniem trzony kapusty można go lekko ponacinać nożem (ale nie na wylot).8. Smacznego!']",[],Przekąski
Kalafiorowy dip,http://ervegan.com/wp-content/uploads/2014/06/cauliflowerdipgl-1.jpg,"['Składniki:mała główka kalafiora2 łyżki oleju (rzepakowy, z pestek winogron lub lniany, lecz przez miksowaniem należy ostudzić kalafiora i nie miksować zbyt długo by nie przegrzać oleju)1 łyżka sosu tamari (lub sojowego)1 łyżka płatków drożdżowych1 łyżka musztardysól, pieprzdodatkowo: garść posiekanej natki pietruszki, ogórekWydrukuj przepis']",[],Przekąski
Wegański sernik – skyrnik,https://ervegan.com/wp-content/uploads/2024/12/erVegan-weganski-sernik-skyrnik.jpg,['Składnikina tortownicę ok. 21 cm:masa: 2 op. wegańskiego sojowego jogurtu typu skyr (2x400g)1–1½ op. budyniu waniliowego* 40g100g cukru100g wegańskiego masła (temp. pokojowa)odrobina ekstraktu waniliowego lub miąższ z 1 laski wanilii2 łyżki soku z cytryny*szczypta solispód: 150g kruchych ciasteczekok. 60g wegańskiego masła (temp. pokojowa)Wydrukuj przepis'],[],Desery
Ciastka gochujang,https://ervegan.com/wp-content/uploads/2024/10/ciastka-gochujang-ervegan.jpeg,"['Składniki na około 9 ciastek:1 łyżka mielonego siemienia lnianego + 3 łyżki gorącej wody120g wegańskiego masła (ok. 8 łyżek)1 łyżka pasty gochujang2 łyżki brązowego cukru180g zwykłego cukru* (nieco ponad ¾ szkl.)190g mąki pszennej (kopiasta szkl.)½ łyżeczki sody oczyszczonej½ łyżeczki cynamonuszczypta soliekstra: czarny sezamWydrukuj przepis', '1. Siemię zalej wodą, a 1 łyżkę wegańskiego masła razem z pastą gochujang i brązowym cukrem rozpuść w małym rondelku, aż cukier się skarmelizuje. Odłóż do ostygnięcia.2. W misce połącz resztę masła ze zwykłym cukrem, mąką, sodą, cynamonem i solą. Dodaj ostrą pastę* i porządnie wymieszaj. Odstaw na około 15 min. do lodówki.3. Piekarnik nagrzej do 180°C, a ochłodzoną masę podziel na około 8–9 kulek, które wyłóż na blachę wyłożoną papierem do pieczenia*. Kuleczki posyp czarnym sezamem i dodaj na wierzch resztkę ostrej pasty z brzegów rondelka.4. Ciastka piecz około 10–15 minut zależnie od ich wielkości, aż będą lekko złotawe, ale nie brązowe – dokończą się piec, gdy będą stygnąć. Gotowe – smacznego! Przechowuj je do 2–3 dni w szczelnym pojemniku.']","['1. Siemię zalej wodą, a 1 łyżkę wegańskiego masła razem z pastą gochujang i brązowym cukrem rozpuść w małym rondelku, aż cukier się skarmelizuje. Odłóż do ostygnięcia.2. W misce połącz resztę masła ze zwykłym cukrem, mąką, sodą, cynamonem i solą. Dodaj ostrą pastę* i porządnie wymieszaj. Odstaw na około 15 min. do lodówki.3. Piekarnik nagrzej do 180°C, a ochłodzoną masę podziel na około 8–9 kulek, które wyłóż na blachę wyłożoną papierem do pieczenia*. Kuleczki posyp czarnym sezamem i dodaj na wierzch resztkę ostrej pasty z brzegów rondelka.4. Ciastka piecz około 10–15 minut zależnie od ich wielkości, aż będą lekko złotawe, ale nie brązowe – dokończą się piec, gdy będą stygnąć. Gotowe – smacznego! Przechowuj je do 2–3 dni w szczelnym pojemniku.']",Desery
Galette ze śliwkami,https://ervegan.com/wp-content/uploads/2023/10/IMG_5831.jpg,"['Składnikina 1 tartę:220g mąki pszennej uniwersalnej80g mąki pszennej pełnoziarnistej*60g cukru lub zamiennikaszczypta soli200g Eleplanta*kilkanaście śliwek (ok. 600g)1 łyżka skrobii ziemniaczanejnieco cukru lub zamiennika*1 łyżeczka cynamonu*garść orzechów włoskich (opcja)1 łyżka wegańskiego jogurtu (opcja)do podania: lody waniliowe, cukier trzcinowyWydrukuj przepis', '1. W dużej misce wymieszaj mąkę, cukier oraz sól. Dodaj zimnego Eleplanta pokrojonego w kostkę i wyrób dłońmi, aż powstanie jednolite ciasto. Uformuj kulę i przełóż je do lodówki.2. Ze śliwek pozbądź się pestek i pokrój je na mniejsze kawałki. Wymieszaj je ze skrobią oraz cynamonem.3. Piekarnik nagrzej do 200°C, a na blachę z piekarnika wyłóż papier do pieczenia.4. Ciasto rozwałkuj do grubości 0,5cm, a na jego środek wyłóż śliwki zostawiając 2–3cm od krawędzi. Złóż ciasto dookoła nakładając je na śliwki, tak jak widzisz na filmie.5. Orzechy włoskie posiekaj, a wierzch ciasta posmaruj odrobiną jogurtu. Posyp orzechami włoskimi i lekko je ugnieć.6. Tartę piecz ok. 40 minut na niższym poziomie, aż będzie rumiane z wierzchu.7. Podawaj ostudzone z odrobiną cukru trzcinowego oraz gałką lodów waniliowych. Smacznego!']","['1. W dużej misce wymieszaj mąkę, cukier oraz sól. Dodaj zimnego Eleplanta pokrojonego w kostkę i wyrób dłońmi, aż powstanie jednolite ciasto. Uformuj kulę i przełóż je do lodówki.2. Ze śliwek pozbądź się pestek i pokrój je na mniejsze kawałki. Wymieszaj je ze skrobią oraz cynamonem.3. Piekarnik nagrzej do 200°C, a na blachę z piekarnika wyłóż papier do pieczenia.4. Ciasto rozwałkuj do grubości 0,5cm, a na jego środek wyłóż śliwki zostawiając 2–3cm od krawędzi. Złóż ciasto dookoła nakładając je na śliwki, tak jak widzisz na filmie.5. Orzechy włoskie posiekaj, a wierzch ciasta posmaruj odrobiną jogurtu. Posyp orzechami włoskimi i lekko je ugnieć.6. Tartę piecz ok. 40 minut na niższym poziomie, aż będzie rumiane z wierzchu.7. Podawaj ostudzone z odrobiną cukru trzcinowego oraz gałką lodów waniliowych. Smacznego!']",Desery
Wegańskie pianki,https://ervegan.com/wp-content/uploads/2023/01/weganskie-pianki-marshmallows-ervegan.jpg,['Składnikina blachę 36x27cm½ szkl.aquafaby(wody z puszki/słoika ciecierzycy)1 łyżeczkaoctujabłkowego (lub winnego)½–⅔ szkl.wody1 łyżkaagaru*½ szkl.cukru½ szkl.syropuz agawy½ szkl.cukrupudru2 łyżkiskrobiziemniaczanejWydrukuj przepis'],"['1. Do aquafaby dodaj ocet i ubij całość na sztywną pianę.2. W małym rondlu wymieszaj wodę z agarem i zagotuj, aż się całkowicie rozpuści.3. Kolejno dodaj cukier i syrop – potrzymaj jeszcze chwilę na gazie, aż wszystko rozpuści się na klarowny, gęsty syrop. Odstaw na 5 minut do ostygnięcia.4. Cukier puder połącz ze skrobią i oprósz delikatnie mieszanką blachę (resztę zostaw).5. Aquafabę cały czas ubijaj na wysokich obrotach i powoli wlewaj przygotowany wcześniej roztwór agaru z cukrem. Masa zacznie błyszczeć.6. Wylej ją na wcześniej przygotowaną blachę i odstaw do lodówki na całą noc, aż zgęstnieje.7. Zgęstniałą masę krój na małe kwadraty, które kolejno obtaczaj w mieszance cukru i skrobi. Wegańskie pianki będą jeszcze lepsze, gdy wyschną na powietrzu. Smacznego!']",Desery
Ciasto ze śliwkami mojej mamy,https://ervegan.com/wp-content/uploads/2022/09/ciasto-ze-sliwkami-olej-rzepakowy-ervegan-3.jpg,"['Składnikina blachę 37x25cm:1 szklanka jogurtu kokosowego½ szklanka cukru (lub zamienników)3 łyżki soku z cytrynyciut esencji waniliowej (opcja)¼ szklanka oleju rzepakowego2 szklanka mąki pszennej1 szklanka mielonych orzechów (włoskie, pekan, migdały)1 łyżeczka sody oczyszczonej½ łyżeczka proszku10 większych śliwekWydrukuj przepis']","['1. Jogurt utrzyj z cukrem, dodaj sok z cytryny, esencje i olej rzepakowy. Śliwki poprzekrawaj na pół i usuń pestki.2. Suche składniki wymieszaj i połącz z mokrymi.3. Ciasto wyłóż równo na natłuszczoną blachę, ułóż śliwki i piecz 50 minut w temperaturze 170°C.4. Gotowe ciasto ostudź, posyp cukrem pudrem i gotowe. Smacznego!']",Desery
Wegański lany chrust,http://ervegan.com/wp-content/uploads/2022/03/lany-chrust-ervegan-blog-1.jpg,['Składnikina kilka porcji:1½ szklanki mąki pszennej zwykłej2–3 łyżki cukru lub zamienników2 łyżeczki proszku do pieczeniaszczypta soli1½ szklanki mleka roślinnego (u mnie sojowe z ryżowym 1:1)2 łyżeczki alkoholu lub octuolej do smażeniacukier puder lub zamiennikWydrukuj przepis'],"['1. Wszystkie suche składniki wymieszaj w większej misce i dodaj do niej mleko wraz z wymieszanym octem/alkoholem. Wymieszaj na gładką masę, powinna być dość płynna.2. Przelej ją do woreczka strunowego lub do rękawa cukierniczego (fancy!). Odkrój mały kawałeczek (trójkącik) przy rogu – jeśli chcesz grubszą pulchniejszą wstęgę, to odetnij więcej, a jeśli cieniutką i bardziej chrupiącą – mniej.3. W małym rondlu (tak, aby olej był dość głęboki) rozgrzej porządnie olej i smaż na nim wyciśnięte wstążki z ciasta. Zacznij wylewać od środka, robiąc okręgi do zewnątrz. Możesz też iść na całość i robić swoje esy floresy! Obróć i podsmaż z drugiej strony do zbrązowienia (przydają się tutaj pałeczki).4. Tak usmażony chrust przełóż na ręcznik papierowy, odsącz z nadmiaru tłuszczu i posyp cukrem pudrem lub zamiennikiem. Smacznego!']",Desery
Chlebek marchewkowy i pomocnik Kenwood w kuchni,https://ervegan.com/wp-content/uploads/2022/01/glowne.jpg,[],[],Desery
Wegański chlebek orzechowy,http://ervegan.com/wp-content/uploads/2022/01/chlebek-orzechowy-ervegan-3.jpg,"['Składnikina keksówki 22,5×11,5cm:2½ szklanki mąki pszennej (450–550)1½ szklanki mielonych orzechów (laskowych, migdałów, tartych włoskich)½–¾ szklanki cukru lub zamienników2 łyżeczki proszku do pieczenia1 łyżeczka sody oczyszczonej½ łyżeczki kardamonuszczypta soli1¼ szklanki mleka sojowego1 łyżka octu lub soku z cytryny¼ szklanki oleju rzepakowegoodrobina ekstraktu z waniliido podania:cieciorella,twarożek z nerkowców, czekolada,bita śmietanaWydrukuj przepis']","['1. Składniki suche wymieszaj w większej misce, a te mokre w mniejszej.Piekarnik nagrzej do 180°C, a foremkę wyłóż papierem do pieczenia. Gdy wszystko będzie gotowe – połącz składniki suche z mokrymi i wymieszaj do połączenia, nie za długo.2. Całość szybciutko przelej do keksówki i wstaw do piekarnika. Piecz około 45–50 minut, aż chlebek urośnie, ale patyczek w niego wetknięty, wyjdzie suchy.3. Odstaw do ostygnięcia i przygotuj ulubiony krem do podania. Gdy chlebek ostygnie, krój go nożem z piłką i zajadaj. Smacznego!']",Desery
Prosta szarlotka po prostu,http://ervegan.com/wp-content/uploads/2021/10/prosta-szarlotka-ervegan-blog-1.jpg,"['Składnikina formę 24cm:ciasto: 300g mąki pszennej30g otrębów owsianych (opcjonalnie)200g zamiennika masła (margaryny do pieczenia, oleju kokosowego)100g brązowego cukru lub zamienników (ksylitol, erytrytol)½ łyżeczki proszku do pieczenia2–3 łyżkizimnej wodyszczypta solinadzienie: 1½ kg jabłek30g zamiennika masła lub oleju roślinnego2 łyżeczki cynamonu1 łyżeczka imbiru½ łyżeczki gałki muszkatołowejszczypta pieprzu i solido podania:dyniowy syrop pumpkin spice, lodyWydrukuj przepis', '1. Mąkę przesiej do naczynia robota, dodaj cukier, proszek do pieczenia, otręby i sól. Dodaj pokrojony w kostkę zamiennik masła i wyrób, aż powstaną tłuste okruszki. Jeśli nie masz robota, możesz to zrobić na blacie przy użyciu tłuczka do ziemniaków lub w misce. Dodaj wody i szybko wyrób miękkie ciasto. Tortownicę wyłóż ciastem: kawałek po kawałku ugniataj je rękoma do blachy. Powinno zostać Ci trochę ciasta, które przeznacz na kruszonkę – zetrzyj je na grubej tarce (możesz dodać do resztki ciasta trochę mąki). Piekarnik nagrzej do 180°C.2. Jabłka pokrój w mniejsze kawałki (kostkę, ósemki – a lubię w plastry) i podsmaż na ciepłym zamienniku masła w rondku, do którego kolejno dodaj przyprawy. Całość duś około 10 minut, aż wszystko ładnie się połączy i będzie pięknie pachnieć.3. Jabłkowe nadzienie przełóż do formy, obsyp kruszonką i piecz około 50 minut, aż szarlotka zacznie się rumienić. Ja pod koniec lubię dopiec dodatkowe 10 minut z włączonym grillem na 200°C, aby całość była ekstra rumiana i z góry chrupiąca.4. Szarlotkę podawaj po ostygnięciu solo albo z gałką lodów i syropem dyniowym. Smacznego!']","['1. Mąkę przesiej do naczynia robota, dodaj cukier, proszek do pieczenia, otręby i sól. Dodaj pokrojony w kostkę zamiennik masła i wyrób, aż powstaną tłuste okruszki. Jeśli nie masz robota, możesz to zrobić na blacie przy użyciu tłuczka do ziemniaków lub w misce. Dodaj wody i szybko wyrób miękkie ciasto. Tortownicę wyłóż ciastem: kawałek po kawałku ugniataj je rękoma do blachy. Powinno zostać Ci trochę ciasta, które przeznacz na kruszonkę – zetrzyj je na grubej tarce (możesz dodać do resztki ciasta trochę mąki). Piekarnik nagrzej do 180°C.2. Jabłka pokrój w mniejsze kawałki (kostkę, ósemki – a lubię w plastry) i podsmaż na ciepłym zamienniku masła w rondku, do którego kolejno dodaj przyprawy. Całość duś około 10 minut, aż wszystko ładnie się połączy i będzie pięknie pachnieć.3. Jabłkowe nadzienie przełóż do formy, obsyp kruszonką i piecz około 50 minut, aż szarlotka zacznie się rumienić. Ja pod koniec lubię dopiec dodatkowe 10 minut z włączonym grillem na 200°C, aby całość była ekstra rumiana i z góry chrupiąca.4. Szarlotkę podawaj po ostygnięciu solo albo z gałką lodów i syropem dyniowym. Smacznego!']",Desery
Jagodziankowe zawijańce,http://ervegan.com/wp-content/uploads/2021/07/jagodowe-zawijance-buleczki-jagodzianki-ervegan-blog-2.jpg,"['Składnikina 10 zawijańców, blachę 30x20cm:ciasto:3 szklanki mąki pszennej 550 (lub mieszanki 1:1 z pełnoziarnistą)1 szklanka mleka sojowego½ szklanki oleju rzepakowego lub roztopionej wegańskiej margaryny⅓ szklanki cukru (lub mieszanki 1:1 z ksylitolem/erytrytolem)7-8g drożdży suszonych / 15g drożdży świeżychnadzienie:2 szklanki jagód (mogą być mrożone)skórka otarta z jednej cytryny2 łyżeczki cukru (ksylitolu/erytrytolu) do jagódlukier: sok z 1 cytryny + cukier (ksylitol/erytrytol) zmiksowany na puderWydrukuj przepis']","['1. Zagnieć ciasto drożdżowe: do mąki dodaj cukier i drożdże (ze świeżych trzeba przygotować zaczyn), a następnie wyrabiając masę hakiem do ciasta lub po prostu ręcznie, dodawaj mleko sojowe (temp. pokojowa) wymieszane z olejem. Gładkie ciasto przełóż do misy i odstaw w ciepłe miejsce, aż podwoi objętość (ok. 40 minut).2. Jagody wymieszaj w misce z cukrem i skórką z cytryny, lekko je ugnieć (np. tłuczkiem do ziemniaków), aby puściły sok.3. Gdy ciasto podrośnie, ubij je pięścią i wyrób ponownie rękoma. Rozwałkuj na blacie oprószonym mąką na prostokąt. Całą powierzchnię ciasta nasmaruj wcześniej przygotowanym jagodowym nadzieniem, następnie zwiń ciasto w długą roladę i kolejno pokrój ją na 10 mniejszych roladek.4. Ułóż je wszystkie w naczyniu żaroodpornym lub wysokiej blasze. Piecz około 30 minut w piekarniku nagrzanym do 190°C. Odstaw je do ostygnięcia i polej lukrem.5. Lukier przygotujesz mieszając sok z cytryny z cukrem pudrem – zacznij od mniejszej porcji soku, dodając ciągle cukier i ucierając go na gładką masę. W razie potrzeby dodawaj więcej soku (rozcieńczanie) lub cukru (zagęszczanie). Smacznego!']",Desery
